,barley_PC1,barley_PC2,barley_PC3
BRIDGE_BCC_408,-0.321604805,1.561810511,2.150287049
BRIDGE_BCC_409,-0.321604805,1.561810511,2.150287049
BRIDGE_HOR_1563,2.504114146,0.229641544,2.880901885
BRIDGE_HOR_1566,2.504114146,0.229641544,2.880901885
BRIDGE_HOR_1711,2.504114146,0.229641544,2.880901885
BRIDGE_HOR_1735,2.504114146,0.229641544,2.880901885
BRIDGE_HOR_1768,2.504114146,0.229641544,2.880901885
BRIDGE_HOR_1827,2.504114146,0.229641544,2.880901885
BRIDGE_HOR_1487,2.504114146,0.229641544,2.880901885
BRIDGE_HOR_1997,2.504114146,0.229641544,2.880901885
BRIDGE_HOR_2667,2.504114146,0.229641544,2.880901885
BRIDGE_HOR_1766,2.375345497,0.164963774,2.853647874
BRIDGE_HOR_2383,2.375345497,0.164963774,2.853647874
Chinese_Genebank_ZDM05605,3.158227233,0.740651829,2.723148331
Chinese_Genebank_ZDM06667,3.158227233,0.740651829,2.723148331
BRIDGE_HOR_11960,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1572,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1573,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1574,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1575,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1576,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1578,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1580,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1582,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1586,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1678,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1680,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1690,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1691,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1692,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1693,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1694,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1695,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1696,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1697,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1700,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1701,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1705,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1706,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1719,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1720,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1721,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1722,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1723,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1746,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1748,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1749,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1753,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1754,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1756,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1757,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1759,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1760,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1767,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1772,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1783,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1797,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1834,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1470,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1471,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1472,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1475,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1480,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1482,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1483,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1486,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1510,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1511,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1516,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1517,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1520,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1524,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1526,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1528,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1529,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1538,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1539,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1540,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1541,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1546,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1547,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1557,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1559,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1857,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1858,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1939,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1969,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_1985,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_3826,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_3883,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_2408,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_2416,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_2468,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_2655,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_2656,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_2658,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_2660,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_2661,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_2664,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_2665,2.500208908,0.363598035,2.885077876
BRIDGE_HOR_2668,2.500208908,0.363598035,2.885077876
Chinese_Genebank_ZDM05540,3.489761305,1.133018491,2.470950006
Chinese_Genebank_ZDM06415,2.922746587,1.043807412,2.228387849
Chinese_Genebank_ZDM08398,3.629592959,1.009362795,2.50467382
BRIDGE_HOR_1584,3.702043515,1.2913005,2.410052428
BRIDGE_HOR_1681,3.702043515,1.2913005,2.410052428
BRIDGE_HOR_1717,3.702043515,1.2913005,2.410052428
BRIDGE_HOR_1832,3.702043515,1.2913005,2.410052428
BRIDGE_HOR_1536,3.702043515,1.2913005,2.410052428
BRIDGE_HOR_1545,3.702043515,1.2913005,2.410052428
BRIDGE_HOR_1986,3.702043515,1.2913005,2.410052428
BRIDGE_HOR_2323,3.702043515,1.2913005,2.410052428
BRIDGE_HOR_2485,3.702043515,1.2913005,2.410052428
BRIDGE_HOR_1585,3.71423017,1.279443163,2.354888579
BRIDGE_HOR_1745,2.66579292,0.197118978,2.804707078
BRIDGE_HOR_1837,2.66579292,0.197118978,2.804707078
BRIDGE_HOR_1496,2.66579292,0.197118978,2.804707078
BRIDGE_HOR_1498,2.894829757,0.339830665,2.750748195
Chinese_Genebank_ZDM04517,3.161361942,0.649934219,2.626966444
Chinese_Genebank_ZDM08400,3.329162488,0.707373836,2.658423943
Chinese_Genebank_ZDM04604,3.756153112,1.209565603,2.091582073
Chinese_Genebank_ZDM08394,3.756153112,1.209565603,2.091582073
Chinese_Genebank_ZDM08389,3.338409271,1.113053339,2.282930962
Chinese_Genebank_ZDM05925,2.71015622,1.936481926,1.400084753
Chinese_Genebank_ZDM06577,2.71015622,1.936481926,1.400084753
Chinese_Genebank_ZDM05649,3.491174374,2.022224692,1.952098059
Chinese_Genebank_ZDM04098,-5.000499346,2.009049284,3.858772443
Chinese_Genebank_ZDM01454,5.604999958,0.892110301,1.565564587
Chinese_Genebank_ZDM03759,2.77247145,1.570209616,2.104283296
Chinese_Genebank_ZDM04050,-2.268240737,2.299552473,1.401862201
Chinese_Genebank_ZDM07928,4.025723302,-2.191104692,1.213540943
Chinese_Genebank_ZDM04058,-0.005945092,1.388820079,0.785485942
Chinese_Genebank_ZDM08366,-0.005945092,1.388820079,0.785485942
Chinese_Genebank_ZDM01606,5.623619423,2.127194067,1.405913352
Chinese_Genebank_ZDM03835,3.356185149,2.176961188,1.959122843
Chinese_Genebank_ZDM01605,4.483694346,-0.134259127,2.350717162
Chinese_Genebank_ZDM01463,4.527407772,-0.385496956,1.950358014
Chinese_Genebank_ZDM01506,4.591769064,1.103764622,2.100554568
Chinese_Genebank_ZDM01585,4.641290583,1.486611787,1.802256076
Chinese_Genebank_ZDM08796,1.231518297,0.507155724,2.153528678
Chinese_Genebank_ZDM08926,1.378612303,0.514541251,2.286830718
Chinese_Genebank_ZDM01704,4.198685528,1.6956674,2.086101852
Chinese_Genebank_ZDM03743,2.595604961,1.967752265,1.993155218
Chinese_Genebank_ZDM01690,3.917198837,1.201320305,1.688970616
Chinese_Genebank_ZDM01580,4.041128101,1.468883051,2.01686282
Chinese_Genebank_ZDM03873,3.076045642,1.391111823,2.38216419
Chinese_Genebank_ZDM07877,4.330758573,1.159787066,1.265348397
Chinese_Genebank_ZDM04001,-2.605135158,0.755730864,2.285729688
Chinese_Genebank_ZDM05371,-0.324093991,1.616053744,2.317887942
Chinese_Genebank_ZDM07887,4.503218918,1.751080655,1.155942261
Chinese_Genebank_ZDM07833,3.512084092,1.162244732,1.415852788
Chinese_Genebank_ZDM09178,-0.856212985,1.086785857,2.017003932
Chinese_Genebank_ZDM07925,2.972120471,0.250860945,1.348817985
Chinese_Genebank_ZDM07869,3.218256811,-1.530415804,1.435451622
Chinese_Genebank_ZDM03845,-3.137154516,0.990139663,1.506577843
Chinese_Genebank_ZDM07923,2.849464177,0.323920321,1.241979121
Chinese_Genebank_ZDM09046,-1.605891879,1.089156842,1.697095713
Chinese_Genebank_ZDM08860,-2.146705357,-0.044837488,1.459912148
Chinese_Genebank_ZDM08912,-1.987559704,-0.038052931,1.587543837
Chinese_Genebank_ZDM03906,-1.717515354,1.447431426,1.495105545
Chinese_Genebank_ZDM08960,-2.1410043,-0.089207513,1.460612181
Chinese_Genebank_ZDM03813,-3.039243258,0.17696476,0.299036551
Chinese_Genebank_ZDM03735,-1.616072549,0.066319157,1.392130216
Chinese_Genebank_ZDM08978,-1.540040613,0.934924954,0.782461929
Chinese_Genebank_ZDM03901,-2.861022812,1.450392671,1.322890616
Chinese_Genebank_ZDM03885,-2.60545401,1.141240664,1.018031716
Chinese_Genebank_ZDM09045,-3.582705454,0.594776983,1.504008626
Chinese_Genebank_ZDM09020,-2.050456565,0.98235785,0.716114332
Chinese_Genebank_ZDM08965,-2.085480821,0.869985487,0.667755391
Chinese_Genebank_ZDM03699,-2.252486349,-0.091949253,0.941635264
Chinese_Genebank_ZDM03884,-1.866406242,0.192673821,0.185559095
Chinese_Genebank_ZDM01431,3.800824552,-2.150373953,1.150125506
Chinese_Genebank_ZDM07900,1.462055115,-0.653852656,0.984146349
Chinese_Genebank_ZDM08983,-2.130457056,1.00139202,0.391290329
Chinese_Genebank_ZDM00922,0.486155374,-0.400150289,0.612395983
Chinese_Genebank_ZDM09047,-1.595820016,0.790260472,-0.079518585
Chinese_Genebank_ZDM05212,3.715944279,-1.824784782,1.720223886
Chinese_Genebank_ZDM00976,-0.891524467,0.112404466,0.558477505
Chinese_Genebank_ZDM00937,0.334846572,-0.838837281,0.576130938
Chinese_Genebank_ZDM05209,3.517656586,-1.44673336,1.764301572
Chinese_Genebank_ZDM03531,-2.436794253,0.653264884,-0.09943915
Chinese_Genebank_ZDM03483,-1.751824647,1.519460818,-0.080251846
Chinese_Genebank_ZDM00888,2.166400812,-0.933099776,1.567958097
Chinese_Genebank_ZDM00891,1.541933019,-0.790343732,1.082465382
Chinese_Genebank_ZDM01008,1.250183645,-0.752801163,0.974547457
Chinese_Genebank_ZDM03532,-2.141383827,0.717269891,-0.705568629
Chinese_Genebank_ZDM01065,0.587773754,-1.295556243,0.797838342
Chinese_Genebank_ZDM03669,-5.130678675,0.815274167,0.334554514
Chinese_Genebank_ZDM01422,4.43306448,-1.558227198,1.765755831
Chinese_Genebank_ZDM00985,-0.205988095,-0.400382977,0.834207177
Chinese_Genebank_ZDM03666,-4.485041406,1.847772586,-0.360580826
Chinese_Genebank_ZDM08679,-1.727251909,0.562217224,0.414769604
Chinese_Genebank_ZDM08692,-1.214883489,2.000106423,-0.183302983
Chinese_Genebank_ZDM08482,0.936729199,0.014894804,0.530465448
Chinese_Genebank_ZDM03513,-3.716133326,1.344359889,-0.99633377
Chinese_Genebank_ZDM01420,4.440477772,-1.447733193,1.805027423
Chinese_Genebank_ZDM01419,3.957634756,-1.117765841,1.939143091
Chinese_Genebank_ZDM08883,4.356327695,-1.360674369,1.880417336
Chinese_Genebank_ZDM08476,0.930053404,-0.932262502,1.22410542
BTR_FT519,-1.550047604,-0.359271753,-0.012228892
Chinese_Genebank_ZDM00761,0.082587887,-0.881514489,1.072963086
Chinese_Genebank_ZDM00861,0.083630859,-1.183162851,1.258295975
Chinese_Genebank_ZDM00873,0.09940827,-1.276064859,1.313672061
Chinese_Genebank_ZDM01412,4.634505998,-0.399207307,1.788413214
Chinese_Genebank_ZDM01411,4.942955854,-0.405464146,1.643033979
Chinese_Genebank_ZDM00185,0.892315716,-0.964776005,1.306447212
Chinese_Genebank_ZDM08414,3.005367181,-1.073459735,2.085636034
BRIDGE_HOR_11564,3.054954799,-1.16420185,2.12086907
Chinese_Genebank_ZDM00650,0.315738977,-1.54903429,1.34003327
Chinese_Genebank_ZDM00878,0.353969108,-0.648690711,1.126270845
Chinese_Genebank_ZDM01395,4.295624419,-0.810717132,1.821047815
Chinese_Genebank_ZDM01614,4.295624419,-0.810717132,1.821047815
Chinese_Genebank_ZDM03631,-6.126414138,1.740249634,0.776312566
Chinese_Genebank_ZDM00793,0.392966946,-1.499278761,1.36444586
BRIDGE_HOR_2351,0.11910524,-1.357169781,1.304442229
BRIDGE_HOR_2352,0.11910524,-1.357169781,1.304442229
BRIDGE_HOR_2353,0.11910524,-1.357169781,1.304442229
BRIDGE_HOR_2354,0.11910524,-1.357169781,1.304442229
BRIDGE_HOR_3299,0.11910524,-1.357169781,1.304442229
BRIDGE_HOR_2375,-1.391183288,0.274457759,0.101601215
Chinese_Genebank_ZDM00558,-0.206072277,-1.0779037,1.192904454
Chinese_Genebank_ZDM00020,1.304657923,-1.474513625,1.906167464
Chinese_Genebank_ZDM00029,0.839537332,-1.386298574,1.993941401
Chinese_Genebank_ZDM00040,4.412644736,-0.492300742,1.341822367
Chinese_Genebank_ZDM00052,0.632031666,-1.478422728,1.788274467
Chinese_Genebank_ZDM00049,0.848182356,-1.52892786,1.843088403
Chinese_Genebank_ZDM00425,0.141207803,-1.131014293,1.442424974
Chinese_Genebank_ZDM01888,-3.133686456,0.886808681,-0.948326593
Chinese_Genebank_ZDM03640,-5.88623153,0.992971105,0.030905162
Chinese_Genebank_ZDM00228,0.692536562,-1.384222041,1.589238476
Chinese_Genebank_ZDM05358,-2.469943702,0.6587249,-0.305480306
Chinese_Genebank_ZDM00037,1.324613463,-1.777615058,2.122832497
BRIDGE_HOR_11574,-0.25949455,-0.912382947,1.332707555
BRIDGE_HOR_11575,-0.25949455,-0.912382947,1.332707555
Chinese_Genebank_ZDM05280,-2.785753186,0.766641102,-1.225621937
Chinese_Genebank_ZDM00413,0.994840125,-1.38058214,1.896738902
Chinese_Genebank_ZDM03647,-4.4693343,0.50078474,0.113608998
Chinese_Genebank_ZDM00008,1.226085827,-0.999895473,3.085561711
Chinese_Genebank_ZDM00489,-0.010887553,-0.932098384,1.412067986
Chinese_Genebank_ZDM03643,-5.370708715,1.1711996,0.409298311
Chinese_Genebank_ZDM00007,1.249641454,-1.035400707,2.95846249
Chinese_Genebank_ZDM03619,-3.778833086,1.139079645,-0.200145576
Chinese_Genebank_ZDM05309,0.404772803,-0.931449038,1.860674238
Chinese_Genebank_ZDM05307,0.161853916,-1.001546662,1.69532053
Chinese_Genebank_ZDM03579,-3.787028481,0.984564596,0.172414629
BRIDGE_HOR_2356,0.515278186,-0.387656489,1.876552739
Chinese_Genebank_ZDM01856,-0.260073882,-0.814540256,1.062186906
Chinese_Genebank_ZDM01855,-0.260073882,-0.814540256,1.062186906
Chinese_Genebank_ZDM03598,-4.92702442,0.427397901,0.002130891
Chinese_Genebank_ZDM00084,0.999575787,-1.334023383,2.272332943
BRIDGE_HOR_11568,-1.583564056,0.024409773,-0.339654985
Chinese_Genebank_ZDM00012,0.85554463,-1.109057642,2.196245824
Chinese_Genebank_ZDM05316,0.369151908,-0.493107136,1.989621919
Chinese_Genebank_ZDM02329,-0.208759179,-0.768060092,1.071538633
Chinese_Genebank_ZDM05321,0.678303376,-0.237606856,1.956963883
Chinese_Genebank_ZDM02246,-0.838197315,-0.3889104,0.6103836
Chinese_Genebank_ZDM02194,-0.71031616,-0.507592047,0.845570167
Chinese_Genebank_ZDM00424,-0.186892953,-0.35030833,1.620156611
Chinese_Genebank_ZDM03606,-3.819063074,1.933778607,-0.206081217
Chinese_Genebank_ZDM03590,-4.073350332,-0.827103784,-0.691649228
Chinese_Genebank_ZDM03586,-3.840097465,0.174540487,-0.24074352
Chinese_Genebank_ZDM03593,-3.994925648,-0.233871389,-0.27295487
Chinese_Genebank_ZDM01837,-0.485485491,-0.150105981,1.233213862
Chinese_Genebank_ZDM02234,-1.598071254,0.085720901,-0.649809347
Chinese_Genebank_ZDM03589,-4.127891168,-0.266911591,-0.553140658
Chinese_Genebank_ZDM01952,-1.486457588,-0.008160301,-0.27481368
Chinese_Genebank_ZDM03210,-3.192336486,1.458294231,-0.409801112
Chinese_Genebank_ZDM03607,-3.457796227,1.955104801,-0.432014892
Chinese_Genebank_ZDM03172,-2.875689472,0.667586195,-0.862271086
Chinese_Genebank_ZDM02926,-1.785960454,1.714480065,-1.086958384
Chinese_Genebank_ZDM05207,7.355807697,-0.680429934,1.59337379
Chinese_Genebank_ZDM03307,-3.248712702,1.98781052,-0.297740665
Chinese_Genebank_ZDM02422,-0.958552261,-0.020365814,0.322928388
Chinese_Genebank_ZDM02297,-1.38355593,-0.060859499,-0.447643702
Chinese_Genebank_ZDM03211,-3.084486463,1.341759216,-0.503201964
Chinese_Genebank_ZDM00457,NA,NA,NA
Chinese_Genebank_ZDM01940,-1.531269131,0.10339769,-0.753480992
Chinese_Genebank_ZDM03609,-3.317756254,1.480711907,-0.693204615
Chinese_Genebank_ZDM03182,-2.511024724,0.922215711,-1.017418632
Chinese_Genebank_ZDM02015,-1.872621566,-0.023665354,-1.40682412
Chinese_Genebank_ZDM02257,-1.19050279,0.309497967,0.174916972
Chinese_Genebank_ZDM02894,-2.919052247,1.336340337,-0.937216714
BRIDGE_HOR_2363,-0.208422759,-0.457965495,0.311491487
Chinese_Genebank_ZDM02674,-2.165236619,0.538414044,-1.522676786
Chinese_Genebank_ZDM03068,-2.137509648,0.356925253,-1.41341386
Chinese_Genebank_ZDM00262,NA,NA,NA
Chinese_Genebank_ZDM01928,-2.030522474,0.365118836,-1.342924368
Chinese_Genebank_ZDM03098,-2.256149945,0.34025325,-1.497872288
Chinese_Genebank_ZDM02510,-2.039500827,0.030503168,-1.262040628
Chinese_Genebank_ZDM02574,-2.005183498,0.268340919,-1.17628466
Chinese_Genebank_ZDM02946,-2.207546034,1.304615784,-1.329323698
Chinese_Genebank_ZDM02509,-2.028093689,0.040821863,-1.363161327
BRIDGE_HOR_2357,2.249586681,-0.524813611,1.303492832
Chinese_Genebank_ZDM02953,-2.615145076,0.704560336,-1.978153745
Chinese_Genebank_ZDM03360,-2.817518641,0.887620532,-2.656980889
Chinese_Genebank_ZDM01340,2.497762343,-0.621807427,1.435513306
BRIDGE_HOR_2355,2.55382662,-0.606604749,1.556646195
Chinese_Genebank_ZDM01357,2.700397553,-0.385570893,1.55216573
Chinese_Genebank_ZDM01467,5.246099666,-0.820261184,2.020646645
Chinese_Genebank_ZDM05215,3.610331838,-0.16840003,1.882662994
Chinese_Genebank_ZDM01223,5.3529349,-0.793628609,1.604330845
Chinese_Genebank_ZDM01279,5.722517669,-0.58195686,1.628355127
Chinese_Genebank_ZDM05217,3.074212375,1.001820691,1.984617535
BRIDGE_HOR_10589,-0.068238386,1.395558832,1.836599459
BRIDGE_HOR_10860,-0.068238386,1.395558832,1.836599459
Chinese_Genebank_ZDM01212,5.174457871,-0.678599102,1.712280165
BTR_FT524,1.422891107,1.355897155,2.049982946
Chinese_Genebank_ZDM01159,5.187813814,-0.557704082,1.752135806
Chinese_Genebank_ZDM01167,5.103585624,-0.187711752,1.656596773
Chinese_Genebank_ZDM01283,5.488148746,-0.029869593,1.634967412
BRIDGE_HOR_2376,6.150761337,-0.014388153,1.877669418
Chinese_Genebank_ZDM01285,5.074931124,-0.201145752,1.278940196
Chinese_Genebank_ZDM01187,4.708707736,0.132290184,1.372497321